id_NUMBER,ITEM_NAME,TITLE,MAKER,DATE_MADE,PLACE_MADE,MATERIALS,MEASUREMENTS,DESCRIPTION,WHOLE_PART,COLLECTION
1965-6,bas-relief; copy,"Bas Relief Copper Copy of a Chinese Scene, 1965",Science Museum,1965,"South Kensington, Kensington and Chelsea, London, Greater London, England, United Kingdom",metal (unknown); copper (alloy); plastic (unidentified),"overall: 530 mm x 430 mm x 40 mm,","Copper copy of a Chinese scene, low relief, silhouette, Science Museum, South Kensington, London, England, 1965.  It depicts a tree and a crane, it is linked with the Chinese water-clock because Su Sung (a Chinese engineer of water clocks) described the release chain of the water-balance escapement as "" the crane-bird's knee"".",WHOLE,SCM - Time Measurement
1965-175,photograph,Illustration showing a sand-glass in use,Science Museum,1965,"London, England, United Kingdom",medium density fibreboard; plastic (unidentified),"overall: 9 mm x 370 mm x 553 mm, weight: 1.09kg","Illustration showing a sand-glass in use. One enlarged photograph from a negative by the Tower Armouries, copied from 'Das Feuerwerkpuch', Germany, c. 1450, taken by the Science Museum, London, England, 1965.",WHOLE,SCM - Time Measurement
1965-177,clock,"A Master Clock, Model 25-7 by ITR Ltd, 1950-1959",International Time Recording Company Ltd.,1950-1959,"Hammersmith, Hammersmith and Fulham, London, Greater London, England, United Kingdom",wood (unidentified); glass; plastic (unidentified),"overall: 1370 mm x 400 mm x 190 mm,","Model 25-7D Master clock with special dial, figures and hands. No.21285,International Time Recording Company Ltd., London, 1950-1959.  It was electrically self-winding.  The Master Clock was part of a Minutue Impulse Time System, which involved other time recorders which took their time from this one.",WHOLE,SCM - Time Measurement
1955-271,pocket watch; repeater - timepiece; instrument component,Movement of 19th century minute-repeater watch by A.E. Skinn,"Skinner, A.E.",,"London, Greater London, England, United Kingdom",,,"Movement of 19th century minute-repeater watch by A.E. Skinner, Orchard St., London, W., No.16675, with gold balance",WHOLE,SCM - Time Measurement
1955-299,Ring altitude sundial,17th century pocket brass ring sundial with sliding ring,,1601-1700,,,,17th century pocket brass ring sundial with sliding ring,WHOLE,SCM - Time Measurement
1956-164,spring-driven balance wheel clock; 'floating balance' escapement,"Movement of rack-striking clock with ""floating"" balance and",,,,,,"Movement of rack-striking clock with ""floating"" balance and pin-pallet escapement",WHOLE,SCM - Time Measurement
1956-219,pendulums; model,Working model illustrating the principle of the simple pendum,Magna Models,1956,"London, England, United Kingdom","wood (unidentified); brass (copper, zinc alloy); steel (metal)",overall: 256 mm x 330 mm x 1140 mm,"Working model illustrating the principle of the simple pendulum, by Magna Models, London, England, 1956. (With this is incorporated one Westinghouse rectifier type LT5 ex Physics Lab. charge [P.L.139].)",WHOLE,SCM - Time Measurement
1956-230,variation compass; magnetic compass; diptych sundial; compass; sundial,Compass and Sundial combined,"Ferguson, James",1731-1776,"London, England, United Kingdom","wood (unidentified); glass; brass (copper, zinc alloy); steel (metal); paper (fibre product)","overall: 28 mm x 126 mm x 147 mm, weight: 0.37kg","Azimuth compass sundial by James Ferguson, London, England, 1731-1776. Could also be used as a tablet sundial - string gnomon is missing (see note).",WHOLE,SCM - Time Measurement
1957-5,,Late R,,,,paper (fibre product); cardboard,"overall: 38 mm x 155 mm x 220 mm, 0.525kg","Late R.J. Rudd's copy of ""Electric Clocks"" by F. Hope-Jones (N.A.G. Press Ltd., 1931)",WHOLE,SCM - Time Measurement
1957-45,clock,"Eight Day Watchman's Clock, 1800-1834",Bellefontaine,1800-1834,"London, Greater London, England, United Kingdom","brass (copper, zinc alloy); steel (metal)","overall: 450 mm x 300 mm x 200 mm,","English eight-day Watchman's clock by Bellefontaine, London, in wooden case, with one door-key and one winder, 1800-1834.  A bell sounds every quarter-hour, a watchman must then press the knob on the top which drives in the pin. The disk carrying the pins creates a visible record of when knobs were pressed, thus watchman were awake.",WHOLE,SCM - Time Measurement
1957-62,pillar clock,"A Japanese Pillar Clock, Unsigned, 1800-1890",Unknown maker,1800-1890,Japan,steel (metal); wood (unidentified); iron movement,"overall: 535 mm x 78 mm x 50 mm,","Japanese pillar clock with single foliot balance and iron movement (weight missing), Unsigned, 1800-1890",WHOLE,SCM - Time Measurement
1957-155,electrically-driven subsidiary clock; synchronous timepiece mechanism,Synchronous timepiece movement,Unknown maker,1915-1940,Unknown place,"wood (unidentified); brass (copper, zinc alloy); steel (metal); plastic (unidentified)",overall: 155 mm x 135 mm x 90 mm,"Synchronous timepiece movement with panel indication of day, hour and minute, unknown maker and provenance, 1915-1940.",WHOLE,SCM - Time Measurement
1958-74,watch movement,"Watch movement by Josh Johnson, Liverpool, No","Johnson, Josh",,"Liverpool, Merseyside, England, United Kingdom",,,"Watch movement by Josh Johnson, Liverpool, No.4353, with gold dial, large escape and balance wheels, compensation curb and seconds-hand rotating once in 15 seconds",WHOLE,SCM - Time Measurement
1959-166,alarm clock; escape wheel; magnetic escapement,Junghans alarm clock with magnetic escapement and luminous f,Horstmann Clifford Magnetics Ltd.,,"Bath, Bath and North East Somerset, England, United Kingdom",escape wheel: mu-metal,,Junghans alarm clock with magnetic escapement and luminous figures and hands. With back and feet,WHOLE,SCM - Time Measurement
1959-185,stop-watch; instrument component,"Centre-seconds stop-watch by Jno. Archer, London. (Minute ha","Archer, John",,"London, Greater London, England, United Kingdom",,,"Centre-seconds stop-watch by Jno. Archer, London. (Minute hand missing)",WHOLE,SCM - Time Measurement
1959-291,pocket timer alarm,Venner 'Memopark' pocket clockwork timer,Venner Ltd.,,"New Malden, Kingston-upon-Thames, Greater London, England, United Kingdom",,"overall: 39 mm x 82 mm x 15 mm,",Venner 'Memopark' pocket clockwork timer,WHOLE,SCM - Time Measurement
1962-263,bracket clock; spring-driven balance wheel clock,"Quarter-repeating verge bracket clock No.764 by Geo. Graham,","Graham, George",1701-1751,"London, Greater London, England, United Kingdom",ebony; artificial; wood; glass; springs (elastic objects); timer; regulating; vertical; chronological,,"Quarter-repeating verge bracket clock No.764 by Geo. Graham, London, in ebonised case. With mock pendulum, date aperture, strike-silent and pendulum rise-and-fall indicators on dial. With wooden supporting bracket, 1 winding key and 1 door key. (Fret above dial and several small pieces of veneer missing. One side glass panel renewed)",WHOLE,SCM - Time Measurement
1962-375,chronometer,"Chronometer watch by Thomas Earnshaw No.498, with later barr","Earnshaw, Thomas (maker)",,,,,"Chronometer watch by Thomas Earnshaw No.498, with later barrel cover numbered 2829, balance cock and regulator. In 18 ct. gold case hallmarked 1807/8",WHOLE,SCM - Time Measurement
1963-41,tower clock; weight-driven pendulum clock,"Iron turret clock in wooden frame, with pendulum rod, two st",Unknown maker,1675-1685,"England, United Kingdom",iron; wood; stone; metal,frame height: 1545 mm; total height over pendulum: 2290 mm,"Iron turret clock in wooden frame, with pendulum rod, two stone weights and three pulleys, and additional metal parts and bell hammer, unknown maker, English, 1675-1685. Removed from St Peter' Church, Martley, Worcestershire, England.",WHOLE,SCM - Time Measurement
1963-164,wrist-watch; self-winding watch; pocket watch,"Self winding pocket watch in square, silver case",Loehr,1875-1885,"Vienna, Austria",square (geometric figure); silver; chronological; silver (metal); steel (metal); enamel; glass; timer; regulating; free-standing; springs (elastic objects); automatic,"overall: 16 mm x 50 mm x 61 mm, weight: 0.115kg","Self-winding watch, lever escapement, No.289, in square silver case, by Loehr, Vienna, Austria, 1875-1885.",WHOLE,SCM - Time Measurement
1963-165,astronomical watch,"Astronomical Watch by George Margetts, 1750-1810","Margetts, George",1750-1810,"London, Greater London, England, United Kingdom","glass; brass (copper, zinc alloy); enamel; astronomical; chronological; springs (elastic objects); escapement; horizontal; timer; regulating","overall: 30 mm x 79 mm x 91 mm, 0.315kg","Astronomical watch by George Margetts No.3043 in pair case, 1750-1810",WHOLE,SCM - Time Measurement
1963-303,pocket watch,Pocket Watch in Silver Pair Case,"Jones, Henry",1685-1700,"London, England, United Kingdom","silver; enamel; glass; brass (copper, zinc alloy)","overall: 30 mm x 51 mm x 59 mm, weight: 0.095kg","Watch in silver pair case, decoration on back of man and ox, repousse, by Henry Jones, London, England, 1685-1700.",WHOLE,SCM - Time Measurement
1963-306,electrically-driven wrist watches; tuning fork analogue wristwatches,"Bulova 'Accutron' electronic wristwatch, c. 1963.","Bulova Watch Company, Inc.; Hetzel, Max, 1921-",1960-1963,"New York, United States",leather; stainless steel; glass,"overall: 75 mm x 35 mm, weight: 0.036kg","Bulova 'Accutron' tuning fork, controlled electric watch on sloping wooden stand, with one animated diagram illustrating its mode of operation, designed by Max Hetzel, made by the Bulova Watch Company, Inc., New York, United States, 1960-1963.",WHOLE,SCM - Time Measurement
1964-13,master clock; pendulum clock; electric clock,Modern synchronome master-clock with built-in dial movement,Synchronome Co. Ltd. (maker),,,,,Modern synchronome master-clock with built-in dial movement and Shortt synchroniser,WHOLE,SCM - Time Measurement
1964-111,electro-magnetic timepiece mechanism,Sectronic transistorised electric timepiece movement,S. Smith and Sons (England) Ltd.,ca. 1964,"Cheltenham, Gloucestershire, England, United Kingdom",,,Sectronic transistorised electric timepiece movement,WHOLE,SCM - Time Measurement
1958-75,watch movement,"Watch movement by Josh Penlington, Liverpool, No","Penlington, Josh",,"Liverpool, Merseyside, England, United Kingdom",,,"Watch movement by Josh Penlington, Liverpool, No.15231, with bi-metallic compensation balance and overcoil hairspring",WHOLE,SCM - Time Measurement
1970-322,pocket watch,"Jump-minute pocket watch, with Kay's ""Simplex"" lever, c.1890",,,,,,"Jump-minute pocket watch, with Kay's ""Simplex"" lever, c.1890",WHOLE,SCM - Time Measurement
1970-331,balance wheel analogue wristwatch,"Bezel wind wrist watch, c.1880",,c. 1880,,,,"Bezel wind wrist watch, c.1880",WHOLE,SCM - Time Measurement
1970-380,,Set of parts (almost complete) of a Waltham watch mounted on,American Waltham Watch Company,,"Waltham, Middlesex county, Massachusetts, United States","cardboard; paper (fibre product); steel (metal); brass (copper, zinc alloy); plastic (unidentified); nickel plated","overall frame outside (lying flat): 15 mm x 223 mm x 195 mm, 0.255kg",Set of parts (almost complete) of a Waltham watch mounted on a card with frame,WHOLE,SCM - Time Measurement
1971-134/1,,"Synchronous motor, balance wheel, remontoire","Brown, Thomas Arthur",1950-1970,"England, United Kingdom",,,"Synchronous motor, balance wheel, remontoire clock movement by Thomas Arthur Brown, 1950-1970.",WHOLE,SCM - Time Measurement
1971-134/2,,"Synchronous motor, pendulum, remontoire","Brown, Thomas Arthur",1950-1970,"England, United Kingdom",,,"Synchronous motor, pendulum, remontoire clock movement  by Thomas Arthur Brown, 1950-1970.",WHOLE,SCM - Time Measurement
1971-134/3,,Synchronous motor,"Brown, Thomas Arthur",1950-1970,"England, United Kingdom",,,"Synchronous motor, chiming and striking, no gongs, clock movement by Thomas Arthur Brown, 1950-1970.",WHOLE,SCM - Time Measurement
1971-134/5,,"Battery drive, balance wheel impulsing, balance wheel interr","Brown, Thomas Arthur",1950-1970,"England, United Kingdom",,"overall: 122 mm x 82 mm x 70 mm,","Battery drive, balance wheel impulsing, balance wheel interruption, clock movement  by Thomas Arthur Brown, 1950-1970.",WHOLE,SCM - Time Measurement
1971-261,,Marine chronomoter with Brockbanks-Peto cross detent escapem,,,,,,Marine chronometer with Brockbanks-Peto cross detent escapement. With brass case and hand,WHOLE,SCM - Time Measurement
1972-11,,"Gold repeating watch by Breguet, with curb compensator, para",Breguet (maker),,"Paris, Ville de Paris, Île-de-France, France",,,"Gold repeating watch by Breguet, with curb compensator, parachute and felt wallet",WHOLE,SCM - Time Measurement
1972-58,clock,"French Table Clock with Visible Escapement, Unsigned, 1800-1900",Unknown maker,1800-1900,France,"wood (unidentified); enamel; glass; steel (metal); brass (copper, zinc alloy)","overall: 475 mm x 195 mm x 285 mm,","French table clock with visible Brocot escapement and Ellicott type compensated pendulum, 1800-1900",WHOLE,SCM - Time Measurement
1972-281,,"Time recorder, Bundy type. (National Key Recorder)",National Time Recorder Co. (maker),,,,,"Time recorder, Bundy type. (National Key Recorder)",WHOLE,SCM - Time Measurement
1972-448,,Schatz Akkurat tuning fork clock movement,Horstmann Clifford Magnetics Ltd. (maker),,,,,Schatz Akkurat tuning fork clock movement,WHOLE,SCM - Time Measurement
1973-24,chronometer,"Survey chronometer type SC, by Mercer","Mercer, T. (maker)",,,,,"Survey chronometer type SC, by Mercer",WHOLE,SCM - Time Measurement
1964-303,oil painting; replica,Good Government,Science Museum,1964,"South Kensington, Kensington and Chelsea, London, Greater London, England, United Kingdom",oil paint on board,overall: 635 x 559 mm,"Painting, oil on board, Good Government, by Jenny Clements?, unsigned, Science Museum Design Office, South Kensington, London, England, 1964.  The painting is a copy of a detail in a fresco by Ambrogio Lorenzetti 1337-9, in the Palazzo Pubblico, Siena, Italy.  The figure of Temperance holds a sand-glass in her right hand; it is typical early form with two separate bulbs bound together at the necks.",WHOLE,SCM - Art
1964-304,oil painting; astrolabe,St Jerome,"Clements, J.",1964,"London, Greater London, England, United Kingdom",oil paint on canvas,overall: 813 x 432 mm,"Painting, St Jerome in his study, by Jenny Clements 1964. Oil on canvas, wrapped over board; 32x17ins.  Signed bl, J. Clements 1964. - Science Museum Design Office. - A copy of a painting by Jan van Eyck 1442 in the Detroit Institute of Fine Arts USA. - Showing an astrolabe hanging on the wall and a wood-framed sand-glass resting on the table. 81.3 x 43.2 cm",WHOLE,SCM - Art
1964-305,oil painting,"Painting of St Augustine in his Cell by Jenny Clements, 1964","Clements, Jenny",1964,"South Kensington, Kensington and Chelsea, London, Greater London, England, United Kingdom",oil paint on board,overall: 560 mm x 410 mm,"Painting. St Augustine in his cell, by Jenny Clements, 1964. Oil on board, 22 x 16 in. Signed and dated bl, J. Clements 1964.  - Science Museum Design Office. - A copy of a fresco by Botticelli, 1480, in the Church of Ognissante, Florence. Detail depicts a monastic alarm-clock to r. of saint's head; timepiece has a rotating 24-hour dial numbered 1-24 on the Italian system",WHOLE,SCM - Art
1964-306,oil painting,"Painting of the Miracle of King Hezekiah,1964","Clements, J.; Science Museum",1964,"South Kensington, Kensington and Chelsea, London, Greater London, England, United Kingdom",oil paint on board,overall: 508 x 304.8 mm,"Painting, oil on board, Miracle of King Hezekiah, by Jenny Clements?, unsigned, Science Museum Design Office, South Kensington, London, England, 1964.  The painting is an enlarged copy of an illustration in a manuscript of 1285 CE in the Bodleian Library, Oxford, showing a monastic water-clock. The ms narrates the biblical miracle of King Hezekiah and the backward movement of the sun as shown by a dial.",WHOLE,SCM - Art
